Population size: 10;;;
Generation amount: 1000;;;
Crossing probability: 0,7;;;
Mutation probability: 0,1;;;
Tournament parameter: 5;;;
;;;
;;;
Deviation : 33948,3970194413;;;
PopulationNumber;Best;Average;Worst
1;-4918,862594;-8492,029596;-12584,91285
2;-2754,166846;-5072,582516;-7784,846012
3;-1740,720391;-3834,756342;-6125,795117
4;-1003,947952;-3076,214948;-5839,035377
5;-582,1028145;-2305,984635;-4624,134495
6;52,73646514;-1731,523003;-3814,045068
7;1016,476783;-845,1618254;-2964,388257
8;1433,918028;-266,280233;-2158,758733
9;1430,349313;-144,0379943;-1951,057854
10;1549,372227;51,90983634;-2175,257049
11;1723,086048;374,0105368;-1435,453616
12;2231,381638;506,0537503;-1648,711507
13;2718,145016;783,1140775;-1676,586733
14;2962,101541;1140,320298;-870,2773743
15;3268,24775;1211,897703;-1416,363741
16;3142,228583;1506,416492;-462,4390415
17;3529,241358;1801,217896;-694,1804282
18;3857,72957;2138,137742;163,1900092
19;3952,682205;2042,724536;-338,8472013
20;3904,375129;2158,296773;-229,8728145
21;4089,394197;2630,602597;625,009699
22;3941,235162;2524,294937;373,4600018
23;4158,480727;2602,317494;258,4556135
24;4417,598451;2698,103219;661,5520015
25;4534,843852;3012,600458;991,66051
26;4407,075383;2817,85315;627,2377954
27;4151,849173;2909,920101;1186,301244
28;4531,105788;2826,296072;294,8996703
29;5057,537797;3024,834894;665,4916971
30;4947,837248;3063,400491;1031,185581
31;5112,29624;3092,214691;340,7737096
32;4948,929159;3287,62097;1163,241932
33;5075,362756;3181,042358;796,9415519
34;4972,032368;3501,172572;1099,732078
35;5069,354008;3552,6997;1162,872428
36;5309,491061;3680,568534;1228,388011
37;5310,032926;3998,912039;2101,315409
38;5435,415771;3877,206346;1362,985619
39;5910,146757;4180,250519;1611,197712
40;5864,073479;4219,717267;2187,939755
41;5720,03635;4048,379813;1767,618141
42;5755,003302;4118,358568;1832,100896
43;5796,591724;4005,730802;1480,959106
44;5986,331023;4267,493945;2125,060482
45;6071,828087;4485,544034;2458,659221
46;6178,008667;4559,784824;2506,523978
47;6295,550456;4578,242886;2294,548549
48;6391,049684;4586,577301;2267,713772
49;6480,583029;4593,458716;2301,186759
50;6209,888152;4677,927354;2678,220844
51;6522,765255;4712,097479;2301,756366
52;6643,661541;4928,713924;2467,381292
53;6482,68892;5159,994216;3428,560852
54;6595,174784;5002,502125;2699,18077
55;6533,02984;4769,174501;2362,030219
56;6454,013515;4921,557887;2959,402671
57;6437,633047;4705,040947;2198,811863
58;6443,698735;4685,417224;1862,260465
59;6329,735209;4739,64869;2625,4534
60;5933,534364;4451,52038;1911,704202
61;6214,201956;4573,820903;2474,96791
62;6107,10779;4455,238318;2205,331037
63;6092,807529;4484,087872;2188,767024
64;6481,068778;4255,601488;1200,02671
65;6375,018218;4239,819686;1718,561835
66;6303,909342;4460,513501;1970,941105
67;6319,291009;4741,599638;2298,718489
68;6384,294162;4727,390912;2446,31252
69;6418,353664;4867,287216;2423,257237
70;6690,39073;5058,093395;2613,113672
71;6948,235583;4933,563899;2482,677464
72;6834,42252;5013,995624;2393,305843
73;6727,82224;5136,502053;3017,29762
74;6770,137105;5098,857437;2804,963419
75;6706,722492;4871,128305;2650,708127
76;6664,768904;4864,529875;2362,769792
77;6590,274396;4987,203249;2941,50958
78;6781,2794;4966,592443;2582,37984
79;6789,606087;5233,20795;2929,835181
80;7021,077773;5249,889523;2376,62781
81;6881,607543;5539,846139;3908,976734
82;7082,215385;5547,978403;3300,154157
83;6857,737744;5197,098975;2843,667812
84;7032,663342;5241,989913;3097,252828
85;6940,300025;5221,821915;2351,390433
86;7150,619735;5507,827881;3853,833468
87;7287,153028;5234,519133;2635,177594
88;7335,725352;5372,442171;3289,523883
89;7311,941164;5477,238882;2863,843389
90;7176,296379;5391,248966;2935,02
91;7266,760506;5635,064924;3353,484274
92;7117,024227;5328,418018;3230,883948
93;6878,403731;5137,254716;2728,160287
94;6860,904761;5149,759782;2716,245466
95;7091,494239;5344,087324;3154,303818
96;7094,992073;5419,972203;3443,528438
97;7150,832591;5730,934469;3244,051565
98;7232,660908;5776,213127;3392,446827
99;7198,421118;5441,160862;2526,937224
100;7104,999346;5556,90257;3582,404315
101;6914,763545;5489,541908;3246,942538
102;6534,186408;5073,802984;2861,688468
103;6558,857922;4762,47808;2624,457022
104;6649,106595;5050,190664;2579,950737
105;6572,331378;4843,970354;2716,768093
106;6377,680422;4889,356276;2923,399386
107;6326,984622;4447,578515;1530,076997
108;6582,230215;4725,08386;2222,471467
109;6487,734518;4625,734562;1879,808306
110;6518,768709;4729,435885;2253,492313
111;6391,479925;4900,161426;2056,381424
112;6601,156885;4930,567618;2843,010064
113;6457,848922;4774,853673;2194,812222
114;6459,615712;4654,893341;2751,732558
115;6508,679781;4578,200644;2356,520828
116;6422,727914;4762,095512;2857,171108
117;6377,44665;4451,799873;1808,722557
118;6844,882557;4800,380797;2548,090001
119;6803,603628;5003,46759;2408,577617
120;6505,548167;4941,987932;2380,232863
121;6638,246074;4881,420032;2850,861705
122;6551,355822;4831,429815;2540,91333
123;6758,586679;5001,782331;2485,31239
124;6819,861692;5044,857956;2752,234665
125;6700,108338;5123,646611;2912,098296
126;6927,125558;5164,803112;3004,289096
127;7107,687058;5401,954328;3125,455074
128;7240,846922;5505,000088;3083,34574
129;6946,543053;5466,519142;3221,789575
130;6940,190289;5451,013602;3347,852272
131;7031,487491;5488,043114;3582,736425
132;6838,612332;5367,761788;3149,245793
133;6819,522204;5267,73953;3571,836385
134;6774,008033;5266,463551;2928,875384
135;6668,929259;5176,483035;2871,978146
136;6491,728045;5034,599212;2871,247601
137;6499,576066;4822,441555;2325,879293
138;6333,729211;4590,09362;1902,572324
139;6489,370846;4665,54546;2197,364683
140;6402,666581;4664,620562;2437,292662
141;6321,965854;4491,099385;1712,477478
142;6568,58621;4802,76081;2630,510547
143;6363,937546;4814,682265;2251,275886
144;6480,667698;4891,11754;2609,137216
145;6426,140125;4734,555304;2303,186339
146;6126,090078;4346,204376;1442,032408
147;5961,246489;4402,218095;2496,808592
148;6117,994256;4311,196618;1479,214543
149;6199,711612;4462,41824;2239,439256
150;6005,177764;4173,874197;1715,702629
151;6019,31937;4533,273738;2306,55336
152;6247,442602;4559,179863;2064,867142
153;6187,933494;4608,193794;2011,774625
154;6325,231957;4687,056782;2781,649497
155;5987,005115;4499,589517;1984,643281
156;6053,424362;4405,888649;1561,599405
157;5889,530613;4497,087047;2399,372043
158;6243,732953;4468,312763;1999,712736
159;6041,005144;4425,39849;2355,025267
