Population size: 1000;;;
Generation amount: 100;;;
Crossing probability: 0,7;;;
Mutation probability: 0,1;;;
Tournament parameter: 50;;;
;;;
;;;
Deviation : 64,072417443213;;;
PopulationNumber;Best;Average;Worst
1;-66,19719416;-8471,97855;-16398,61247
2;3291,106997;-3906,361582;-12143,04758
3;5344,778537;-1169,637175;-9634,865209
4;6615,861455;778,7887965;-7826,277782
5;7728,966289;2229,413142;-5724,356025
6;8492,201717;3527,014707;-4442,294225
7;9309,695152;4611,397215;-3197,756873
8;10018,60936;5489,025166;-2318,015449
9;11111,50793;6179,070749;-1689,741991
10;11456,78926;7022,729034;-613,2125602
11;12052,42591;7879,818599;342,6307698
12;12497,36587;8582,699739;1088,207079
13;12803,02694;9171,770528;2179,859678
14;13144,7743;9552,589208;2475,944397
15;13616,2896;9952,283909;3229,126513
16;13833,01199;10247,52622;3198,431094
17;14150,16728;10502,79987;2854,359337
18;14291,91654;10754,64908;3374,920359
19;14399,87673;11061,79327;3945,216142
20;14694,95448;11298,75647;4804,929207
21;14835,65996;11564,34492;4983,046892
22;15041,90628;11760,2039;5147,150509
23;15264,16274;11970,53136;5159,06814
24;15481,22255;12218,63889;5333,077157
25;15565,31934;12433,3723;5579,038863
26;15712,68771;12660,91389;6027,417565
27;15772,46877;12903,44842;6547,73331
28;15911,70553;13126,04368;6822,708005
29;16064,73368;13317,3318;7601,571119
30;16224,88292;13462,8123;7796,703292
31;16354,20695;13544,14818;7306,654603
32;16525,46036;13719,0668;7498,538089
33;16586,5474;13902,30534;8120,50912
34;16832,23962;13937,32875;7973,569938
35;16827,77265;14060,10445;8293,233375
36;16960,0002;14143,00379;8146,416247
37;17051,43325;14289,09327;8217,986107
38;17155,02897;14387,53132;8576,288327
39;17227,96087;14481,10535;8298,579344
40;17272,88813;14577,83876;8712,165282
41;17396,73124;14639,75468;8533,47917
42;17384,41973;14698,35269;8230,116114
43;17418,1932;14796,30644;8608,378694
44;17489,61384;14766,85184;8382,087779
45;17558,31282;14851,25168;8236,472548
46;17646,27927;14999,78202;8543,587717
47;17670,75985;15049,25032;8936,682266
48;17695,1229;15128,6887;9007,042121
49;17740,24067;15189,70782;8811,876946
50;17818,97339;15275,33031;9103,743332
51;17844,26909;15274,57535;8958,759043
52;17872,14956;15353,05099;9583,177323
53;17925,97802;15451,83248;9335,603747
54;17896,88647;15463,66036;10014,27794
55;17928,9755;15495,76246;9877,057328
56;17922,03649;15518,05047;9359,609705
57;17956,17173;15529,04902;9666,598213
58;17952,2001;15542,86951;9782,608592
59;17975,19117;15606,6914;9785,863522
60;17977,96234;15610,52706;10389,26684
61;18014,70725;15583,35556;9152,666266
62;18021,9612;15598,62418;9815,312139
63;18044,8185;15663,42695;9874,301548
64;18036,10066;15705,79693;10165,89477
65;18091,02467;15691,3467;9769,002353
66;18055,43213;15725,11515;10544,08064
67;18100,57007;15700,38411;9773,191149
68;18116,47771;15788,06921;10251,13271
69;18144,68674;15730,1049;9875,428231
70;18152,04243;15765,65134;9756,663218
71;18138,86192;15809,91019;10622,74914
72;18135,22534;15740,43071;9958,637316
73;18149,54547;15760,26024;9555,40405
74;18185,18716;15750,87808;9603,802405
75;18164,91954;15771,94434;9729,618807
76;18173,04463;15746,11654;9899,476544
77;18186,11985;15698,59739;9782,985331
78;18179,77812;15769,61171;9991,383457
79;18233,93997;15836,42446;10270,57318
80;18231,59083;15898,89193;10312,45936
81;18244,79794;15898,5791;10294,19554
82;18274,29704;15883,20461;9654,087848
83;18245,01985;15863,0798;9723,862535
84;18250,68813;15860,5392;9932,842022
85;18267,58063;15840,63556;10089,56365
86;18252,50914;15853,08518;10194,57127
87;18231,02368;15898,46369;9942,726786
88;18279,42839;15889,99126;10068,7669
89;18286,55824;15917,59266;9928,314067
90;18281,86638;15929,60243;10186,97739
91;18279,71597;15905,94339;9858,859346
92;18283,09928;15881,66807;10023,5523
93;18269,42198;15939,00882;10121,06335
94;18285,88428;15966,38014;10490,37072
95;18302,94609;15912,95677;10135,64301
96;18290,89476;15906,16587;9917,043446
97;18282,72616;15955,50986;10163,01087
98;18283,49321;15917,89293;10094,27597
99;18255,98675;15926,46876;9724,105584
100;18304,84227;16003,04459;10028,3856
