Population size: 1000;;;
Generation amount: 1000;;;
Crossing probability: 0,7;;;
Mutation probability: 0,1;;;
Tournament parameter: 50;;;
;;;
;;;
Deviation : 4726,14346339542;;;
PopulationNumber;Best;Average;Worst
1;-144147,1415;-228086,3683;-305253,9803
2;-121812,0994;-197413,0956;-276470,8566
3;-112343,2216;-184694,7274;-270825,1579
4;-106123,9226;-172817,4764;-257879,639
5;-99471,75615;-159936,157;-250623,9522
6;-95445,91222;-151105,8386;-239070,8772
7;-91148,2319;-143741,57;-237233,1769
8;-87018,18696;-134031,3643;-228199,5936
9;-82441,4999;-125010,3978;-219451,1128
10;-78819,48108;-118196,4077;-202061,8531
11;-76672,07414;-112411,6142;-198281,7214
12;-72493,56791;-108704,5459;-195698,3988
13;-70157,28942;-104472,2227;-192867,0821
14;-68205,1714;-101015,5986;-186396,7704
15;-66285,22753;-97925,27992;-180959,3168
16;-64502,24082;-95637,3103;-182594,0105
17;-63254,31157;-92913,76918;-174102,5244
18;-62152,87355;-91220,75259;-175033,1245
19;-60901,28077;-89747,95002;-173701,9058
20;-59468,11707;-88024,97308;-170698,0975
21;-57949,47421;-86988,1969;-170615,7466
22;-56599,38761;-85989,35493;-160568,7251
23;-56494,28623;-84635,71487;-165270,8422
24;-55206,8817;-83265,51767;-158068,6853
25;-54934,4657;-82221,17544;-155165,5373
26;-54197,39791;-80936,53333;-156113,3137
27;-53963,26503;-79473,62763;-154356,065
28;-53022,87933;-78467,88787;-150808,2959
29;-52339,87985;-76485,93186;-152302,4854
30;-51743,05049;-75674,63623;-148181,3461
31;-51241,9445;-75221,83741;-151193,7156
32;-50381,60606;-74783,9182;-147467,8307
33;-50212,85937;-74308,34721;-147302,2132
34;-50189,37965;-73708,4811;-146424,8106
35;-49713,27015;-73007,60219;-147421,4282
36;-49131,45939;-72071,61591;-144688,5264
37;-48767,66981;-71538,44414;-135109,5096
38;-48562,68071;-71048,64127;-142738,7972
39;-48234,16944;-70643,35078;-137903,2708
40;-48112,09749;-70091,05248;-142479,8112
41;-47733,68628;-70185,19498;-138283,2677
42;-47300,66913;-69431,70318;-136133,2582
43;-46776,83902;-69007,10476;-138532,6386
44;-46509,41429;-68259,38032;-138452,9888
45;-46321,9957;-68395,70528;-140081,1724
46;-45938,61844;-67239,95524;-139257,1532
47;-45390,97542;-67126,21085;-135640,5743
48;-45564,84408;-66559,99572;-135663,8247
49;-45393,85082;-67162,4535;-132212,8385
50;-45305,31943;-67313,73456;-135813,7479
51;-45207,20385;-66946,4207;-134871,8111
52;-45126,03017;-66825,76977;-134239,0399
53;-44930,20719;-66566,40841;-134013,6513
54;-44841,64536;-66518,06633;-129536,0618
55;-44904,98528;-66077,22598;-130387,3807
56;-44566,31706;-65569,35992;-135442,871
57;-44474,92753;-66077,64405;-130516,6247
58;-44320,99288;-65580,26497;-128962,3964
59;-44198,03046;-65203,87628;-135622,3181
60;-44091,84884;-65578,55081;-132173,0171
61;-44025,87097;-64999,16128;-130272,4606
62;-43857,12259;-64398,02167;-133050,5937
63;-43753,68754;-64616,76369;-132137,8382
64;-43626,72415;-63947,48063;-127275,3096
65;-43562,80782;-63803,77372;-130554,3028
66;-43547,15872;-63763,69154;-123955,5317
67;-43391,35177;-64088,00763;-128763,8063
68;-43578,90596;-64683,50976;-130544,2779
69;-43229,87825;-64476,08688;-128581,2725
70;-43173,44147;-64248,22285;-130792,794
71;-43309,84717;-64386,20539;-128927,867
72;-43156,97668;-63622,01917;-129044,2818
73;-43105,19219;-63931,43019;-130529,3601
74;-42989,39046;-63845,31851;-132358,7412
75;-42989,44147;-63869,44455;-125646,423
76;-42990,60789;-63821,68456;-127505,1256
77;-43006,46373;-64150,094;-130705,9914
78;-42938,42499;-64684,97184;-134356,2343
79;-42935,48157;-64318,19186;-132862,0045
80;-42921,12956;-64234,29898;-129757,8567
81;-42677,60643;-63196,89104;-126418,0946
82;-42691,24099;-63111,78045;-128250,9513
83;-42505,54643;-62591,28633;-129813,8279
84;-42553,59284;-62869,76499;-126967,5699
85;-42230,46266;-62862,23202;-128637,6517
86;-42421,66943;-62670,00754;-128515,9328
87;-42283,82348;-62235,97938;-125362,7515
88;-42114,36583;-62446,30919;-128235,0092
89;-41936,70336;-62688,78997;-129604,3424
90;-41783,98586;-62408,96109;-127150,2083
91;-41671,73254;-61731,17749;-127870,0677
92;-41855,12694;-61727,90614;-128268,1645
93;-41665,64308;-62000,44736;-129776,8181
94;-41610,58514;-61735,97683;-127389,6114
95;-41835,53613;-61669,8464;-123053,271
96;-41566,24588;-61921,89448;-125548,2813
97;-41472,44212;-61776,16116;-124195,6215
98;-41424,93115;-61752,67124;-128225,5789
